name,total_citation,gen_citation,com_citation,copious_citation,self_citation,NGC,NGC(Archana),NCC,NCC(Archana),OC,OC(Archana),institute,domain,hindex,N-H-index(Archana),i10,N- i10(Archana)
A1171,810,751,14,1,25,0.0728,0.07284,1,0.982716,1,0.969136, The University of Chicago,Machine Learning,25,0.833333333,26,0.866666667
A1172,70,45,24,0,0,0.3571,0.357143,0.6571,0.657143,1,1,The George Washington University,Computational & Synthetic Biology,7,0.233333333,6,0.2
A1173,882,799,49,18,9,0.0941,0.094104,1,0.944444,1,0.989796,University of Massachusetts Amhers ,Molecular Information Systems,27,0.9,27,0.9
A1174,698,538,13,6,61,0.2292,0.229226,1,0.981375,0.8854,0.912607,The University of Chicago,Ubiquitous Computing,14,0.466666667,16,0.533333333
A1175,475,13,50,272,110,1,0.972632,1,0.894737,1,0.768421,Northwestern University,Machine Learning,15,0.5,17,0.566666667
A1176,810,476,197,135,0,0.4123,0.412346,0.7568,0.75679,1,1,University of Arizona,Computational & Synthetic Biology,21,0.7,24,0.8
A1177,504,37,99,109,161,1,0.926587,1,0.803571,0.8056,0.680556,Cornell University,Natural Language Processing,15,0.5,21,0.7
A1178,10,4,3,1,1,1,0.6,0.7,0.7,0.9,0.9,"University of California, Riverside",Molecular Information Systems,1,0.033333333,0,0
A1179,44,7,36,0,0,1,0.840909,0.1818,0.181818,1,1,University of New Brunswick,Wireless and Sensor Systems,4,0.133333333,2,0.066666667
A118,782,706,67,3,2,0.0972,0.097187,1,0.914322,1,0.997442,Aarhus University,Artificial Intelligence,18,0.6,20,0.666666667
A1180,64,63,0,0,0,0.0156,0.015625,1,1,1,1,Northwestern University,Data Management and Visualization,6,0.2,3,0.1
A1181,615,204,123,71,40,1,0.668293,1,0.8,0.7122,0.934959,"University of California, Irvine ",Programming Languages and Software Engineering,18,0.6,23,0.766666667
A1182,140,22,67,49,0,1,0.842857,0.5214,0.521429,1,1,The University of Chicago,Programming Languages and Software Engineering,7,0.233333333,6,0.2
A1183,730,116,574,35,3,1,0.841096,0.2137,0.213699,1,0.99589,Wesleyan University,Artificial Intelligence,23,0.766666667,23,0.766666667
A1184,402,269,107,21,0,0.3308,0.330846,0.7338,0.733831,1,1,Boston University Graduate School,Computing for Development,16,0.533333333,17,0.566666667
A1185,869,820,11,10,15,0.0564,0.056387,1,0.987342,1,0.982739,Massachusetts Institute of Technology ,Wireless and Sensor Systems,15,0.5,27,0.9
A1186,550,319,55,64,63,0.42,0.42,1,0.9,0.9109,0.885455,University of Notre Dame,Molecular Information Systems,17,0.566666667,21,0.7
A1187,718,70,594,21,13,1,0.902507,0.1727,0.172702,1,0.981894,Aarhus University,Ubiquitous Computing,15,0.5,16,0.533333333
A1188,579,395,181,1,0,0.3178,0.317789,0.6874,0.687392,1,1,Aarhus University,Molecular Information Systems,14,0.466666667,14,0.466666667
A1189,828,637,145,24,16,0.2307,0.230676,1,0.824879,1,0.980676,University Aix-Marseille,Molecular Information Systems,14,0.466666667,16,0.533333333
A119,407,42,142,22,85,1,0.896806,0.6511,0.651106,0.715,0.791155,Stanford University,Computational & Synthetic Biology,16,0.533333333,17,0.566666667
A1190,642,538,76,15,6,0.162,0.161994,1,0.88162,1,0.990654,Washington University in St. Louis,Natural Language Processing,14,0.466666667,24,0.8
A1191,732,293,15,113,228,1,0.599727,1,0.979508,0.8866,0.688525,Aarhus University,Systems and Networking,23,0.766666667,24,0.8
A1192,738,688,21,23,4,0.0678,0.067751,1,0.971545,1,0.99458,"University of California, Irvine ",Wireless and Sensor Systems,17,0.566666667,19,0.633333333
A1193,54,6,41,4,0,1,0.888889,0.2407,0.240741,1,1,The George Washington University,Programming Languages and Software Engineering,4,0.133333333,2,0.066666667
A1194,665,386,249,22,7,0.4195,0.419549,0.6256,0.625564,1,0.989474,University of Rochester,Theory of Computation,22,0.733333333,22,0.733333333
A1195,654,194,151,263,42,1,0.703364,1,0.769113,1,0.93578,Washington University in St. Louis,Programming Languages and Software Engineering,15,0.5,18,0.6
A1196,523,332,74,59,26,0.3652,0.365201,1,0.858509,1,0.950287,Massachusetts Institute of Technology ,Security and Privacy,18,0.6,21,0.7
A1197,290,227,20,18,22,0.2172,0.217241,1,0.931034,1,0.924138,Vrije Universiteit Amsterdam ,Ubiquitous Computing,10,0.333333333,3,0.1
A1198,895,350,180,148,153,1,0.608939,1,0.798883,0.9285,0.82905,"University of California, Riverside",Systems and Networking,18,0.6,21,0.7
A1199,134,12,68,21,9,1,0.910448,0.4925,0.492537,0.8209,0.932836,University Aix-Marseille,Computational & Synthetic Biology,8,0.266666667,4,0.133333333
A12,597,52,114,429,1,1,0.912898,1,0.809045,1,0.998325,"University of California, Berkeley",Computational & Synthetic Biology,15,0.5,16,0.533333333
A120,743,168,385,183,5,1,0.77389,0.4818,0.48183,1,0.993271,Massachusetts Institute of Technology ,Computing for Development,23,0.766666667,25,0.833333333
A1200,222,1,97,10,7,1,0.995495,0.5631,0.563063,0.518,0.968468,University of Auckland,Molecular Information Systems,11,0.366666667,12,0.4
A1201,133,88,12,12,16,0.3383,0.338346,1,0.909774,1,0.879699,Washington University in St. Louis,"Computer Graphics, Vision, Animation, and Game Science",7,0.233333333,3,0.1
A1202,142,141,0,0,0,0.007,0.007042,1,1,1,1,University of Iowa,Computational & Synthetic Biology,5,0.166666667,0,0
A1203,330,130,31,93,5,1,0.606061,1,0.906061,0.7848,0.984848,University of Notre Dame,Data Science,11,0.366666667,15,0.5
A1204,944,17,138,150,200,1,0.981992,1,0.853814,0.535,0.788136,Massachusetts Institute of Technology,Computer Architecture,19,0.633333333,21,0.7
A1205,134,61,52,10,8,1,0.544776,0.6119,0.61194,1,0.940299,University of Notre Dame,Theory of Computation,9,0.3,1,0.033333333
A1206,468,196,97,112,12,1,0.581197,1,0.792735,0.891,0.974359,Cornell University,Data Science,18,0.6,19,0.633333333
A1207,148,43,73,7,0,1,0.709459,0.5068,0.506757,0.8311,1,"University of California, Riverside",Systems and Networking,7,0.233333333,3,0.1
A1208,999,490,480,26,0,1,0.50951,0.5195,0.51952,1,1,Washington University in St. Louis,Human Computer Interaction,21,0.7,29,0.966666667
A1209,621,362,200,47,1,0.4171,0.417069,0.6779,0.677939,1,0.99839,The University of Chicago,Systems and Networking,17,0.566666667,22,0.733333333
A121,253,149,15,52,29,0.4111,0.411067,1,0.940711,1,0.885375," University of California, Berkeley",Systems and Networking,9,0.3,7,0.233333333
A1210,442,99,128,10,59,1,0.776018,0.7104,0.710407,0.6697,0.866516,The University of Chicago,Computing for Development,11,0.366666667,14,0.466666667
A1211,131,120,7,2,1,0.084,0.083969,1,0.946565,1,0.992366,"University of California, San Diego",Human Computer Interaction,5,0.166666667,3,0.1
A1212,583,446,8,0,38,0.235,0.234991,1,0.986278,0.8439,0.93482,Washington University in St. Louis,Computer Architecture,18,0.6,20,0.666666667
A1213,584,150,404,20,6,1,0.743151,0.3082,0.308219,1,0.989726,"University of California, Riverside",Ubiquitous Computing,19,0.633333333,20,0.666666667
A1214,698,85,443,24,49,1,0.878223,0.3653,0.36533,0.861,0.929799,Oregon State University,Data Science,19,0.633333333,25,0.833333333
A1215,414,187,100,25,50,1,0.548309,1,0.758454,0.8744,0.879227,University of Massachusetts Amhers ,Machine Learning,13,0.433333333,17,0.566666667
A1216,956,715,125,73,27,0.2521,0.252092,1,0.869247,1,0.971757,Indiana University,Data Science,16,0.533333333,18,0.6
A1217,309,2,263,10,27,1,0.993528,0.1489,0.148867,1,0.912621,"University of California, Berkeley  ",Security and Privacy,16,0.533333333,16,0.533333333
A1218,620,379,11,32,28,0.3887,0.38871,1,0.982258,0.7258,0.954839,Stanford University,Computer Architecture,16,0.533333333,22,0.733333333
A1219,738,494,145,27,35,0.3306,0.330623,1,0.803523,1,0.952575,"University of California, Berkeley",Artificial Intelligence,16,0.533333333,20,0.666666667
A122,247,35,167,35,8,1,0.8583,0.3239,0.323887,1,0.967611,Northwestern University,Molecular Information Systems,12,0.4,12,0.4
A1220,502,183,226,76,9,1,0.635458,0.5498,0.549801,1,0.982072,"University of California, Berkeley",Human Computer Interaction,11,0.366666667,13,0.433333333
A1221,681,171,41,236,27,1,0.748899,1,0.939794,0.6975,0.960352,Rijksuniversiteit Groningen,Theory of Computation,20,0.666666667,20,0.666666667
A1222,887,452,194,20,174,0.4904,0.490417,1,0.781285,1,0.803833,University of Toronto,Human Computer Interaction,16,0.533333333,18,0.6
A1223,939,676,201,28,13,0.2801,0.280085,1,0.785942,1,0.986155,Indiana University,Molecular Information Systems,27,0.9,28,0.933333333
A1224,38,11,13,4,4,1,0.710526,0.6579,0.657895,0.8421,0.894737,University of Washington,Ubiquitous Computing,4,0.133333333,2,0.066666667
A1225,411,65,297,14,3,1,0.841849,0.2774,0.277372,0.9221,0.992701,The George Washington University,Data Management and Visualization,16,0.533333333,18,0.6
A1226,937,367,314,225,17,1,0.608324,0.6649,0.664888,1,0.981857,"University of California, San Diego",Machine Learning,29,0.966666667,29,0.966666667
A1227,253,228,18,1,4,0.0988,0.098814,1,0.928854,1,0.98419,University of Massachusetts Amhers ,Ubiquitous Computing,12,0.4,12,0.4
A1228,665,208,172,275,6,1,0.687218,0.7414,0.741353,1,0.990977,The University of Chicago,"Computer Graphics, Vision, Animation, and Game Science",18,0.6,22,0.733333333
A1229,297,93,197,5,0,1,0.686869,0.3367,0.3367,1,1,University of Arizona,Computer Architecture,12,0.4,14,0.466666667
A123,779,664,73,26,1,0.1476,0.147625,1,0.90629,1,0.998716,Stanford University,Data Management and Visualization,22,0.733333333,26,0.866666667
A1230,470,287,83,10,37,0.3894,0.389362,1,0.823404,0.8872,0.921277,Washington University in St. Louis,Computer Architecture,20,0.666666667,20,0.666666667
A1231,684,145,486,35,16,1,0.788012,0.2895,0.289474,1,0.976608,University of Toronto,Wireless and Sensor Systems,25,0.833333333,25,0.833333333
A1232,413,332,31,23,22,0.1961,0.196126,1,0.924939,1,0.946731,"University of California, Berkeley  ",Natural Language Processing,17,0.566666667,17,0.566666667
A1233,883,12,507,29,311,1,0.98641,0.4258,0.425821,1,0.647792,Indiana University,Programming Languages and Software Engineering,27,0.9,28,0.933333333
A1234,572,367,115,49,33,0.3584,0.358392,1,0.798951,1,0.942308,Washington University in St. Louis,"Computer Graphics, Vision, Animation, and Game Science",21,0.7,21,0.7
A1235,717,529,22,1,45,0.2622,0.262204,1,0.969317,0.8326,0.937238,Indiana University,Computing for Development,16,0.533333333,18,0.6
A1236,163,87,13,35,21,0.4663,0.466258,1,0.920245,1,0.871166,University of Pittsburgh  ,Data Management and Visualization,8,0.266666667,4,0.133333333
A1237,496,214,100,138,37,1,0.568548,1,0.798387,1,0.925403,University of Toronto,Data Management and Visualization,20,0.666666667,20,0.666666667
A1238,42,20,2,8,4,1,0.52381,1,0.952381,0.8095,0.904762,Rijksuniversiteit Groningen,Machine Learning,3,0.1,0,0
A1239,768,40,10,696,8,1,0.947917,1,0.986979,1,0.989583,University of Georgia ,Molecular Information Systems,16,0.533333333,24,0.8
A124,5,3,1,0,0,0.4,0.4,1,0.8,0.8,1,"University of California, Los Angeles",Human Computer Interaction,1,0.033333333,0,0
A1240,299,43,111,93,1,1,0.856187,0.6288,0.628763,0.8294,0.996656,The University of Chicago,Human Computer Interaction,10,0.333333333,5,0.166666667
A1241,735,309,116,244,51,1,0.579592,1,0.842177,1,0.930612,University of Iowa,Systems and Networking,18,0.6,25,0.833333333
A1242,531,516,10,1,0,0.0282,0.028249,1,0.981168,1,1, The University of Chicago,Molecular Information Systems,13,0.433333333,16,0.533333333
A1243,298,280,0,3,0,0.0604,0.060403,1,1,1,1, The University of Chicago,Artificial Intelligence,9,0.3,5,0.166666667
A1244,492,237,196,58,0,1,0.518293,0.6016,0.601626,1,1,University Aix-Marseille,Machine Learning,12,0.4,19,0.633333333
A1245,459,289,72,63,16,0.3704,0.37037,1,0.843137,1,0.965142,University of Oxford,Programming Languages and Software Engineering,11,0.366666667,18,0.6
A1246,226,123,21,54,8,0.4558,0.455752,1,0.90708,0.9115,0.964602,University of Pittsburgh  ,Molecular Information Systems,14,0.466666667,14,0.466666667
A1247,613,29,546,36,1,1,0.952692,0.1093,0.109299,1,0.998369,"University of California, Berkeley",Wireless and Sensor Systems,14,0.466666667,20,0.666666667
A1248,585,112,139,273,7,1,0.808547,1,0.762393,0.9077,0.988034,Pontificia Universidad Catlica de Chile,"Computer Graphics, Vision, Animation, and Game Science",22,0.733333333,23,0.766666667
A1249,100,24,46,3,11,1,0.76,0.54,0.54,0.84,0.89,University of Rochester,Data Management and Visualization,5,0.166666667,0,0
A125,813,464,340,4,2,0.4293,0.429274,0.5818,0.581796,1,0.99754,"University of California, Riverside",Computer Architecture,16,0.533333333,27,0.9
A1250,719,688,20,4,3,0.0431,0.043115,1,0.972184,1,0.995828,Washington University in St. Louis,Data Science,18,0.6,24,0.8
A1251,809,49,114,8,479,1,0.939431,1,0.859085,0.8035,0.407911,Washington University in St. Louis,Computing for Development,26,0.866666667,26,0.866666667
A1252,632,364,148,105,1,0.4241,0.424051,1,0.765823,1,0.998418,Aarhus University,Computing for Development,20,0.666666667,20,0.666666667
A1253,303,267,12,4,10,0.1188,0.118812,1,0.960396,1,0.966997,University Aix-Marseille,Machine Learning,8,0.266666667,6,0.2
A1254,879,674,30,38,65,0.2332,0.23322,1,0.96587,0.9181,0.926052,Massachusetts Institute of Technology ,Wireless and Sensor Systems,17,0.566666667,28,0.933333333
A1255,433,29,53,27,136,1,0.933025,1,0.877598,0.5658,0.685912,Washington University in St. Louis  ,Wireless and Sensor Systems,13,0.433333333,14,0.466666667
A1256,129,34,6,35,48,1,0.736434,1,0.953488,1,0.627907,University of Georgia ,Computational & Synthetic Biology,8,0.266666667,1,0.033333333
A1257,483,225,38,87,15,1,0.534161,1,0.921325,0.7557,0.968944,"University of California, Riverside",Computer Architecture,17,0.566666667,19,0.633333333
A1258,725,23,460,226,15,1,0.968276,0.3655,0.365517,1,0.97931,Vrije Universiteit Amsterdam ,Molecular Information Systems,23,0.766666667,24,0.8
A1259,935,494,41,394,4,0.4717,0.471658,1,0.95615,1,0.995722,"University of California, Irvine ",Data Management and Visualization,18,0.6,18,0.6
A126,179,166,8,1,2,0.0726,0.072626,1,0.955307,1,0.988827,Washington University in St. Louis,Systems and Networking,12,0.4,12,0.4
A1260,586,347,43,74,117,0.4078,0.40785,1,0.926621,1,0.800341,Cornell University,Computer Architecture,12,0.4,16,0.533333333
A1261,652,89,30,476,7,1,0.863497,1,0.953988,0.9233,0.989264,University of Iowa,Computing for Development,19,0.633333333,20,0.666666667
A1262,984,851,26,93,1,0.1352,0.135163,1,0.973577,1,0.998984,"University of California, Irvine ",Programming Languages and Software Engineering,30,1,30,1
A1263,856,764,26,17,29,0.1075,0.107477,1,0.969626,1,0.966121,University of Arizona,"Computer Graphics, Vision, Animation, and Game Science",18,0.6,24,0.8
A1264,539,491,4,24,4,0.0891,0.089054,1,0.992579,1,0.992579,Tel Aviv University,Theory of Computation,17,0.566666667,19,0.633333333
A1265,839,582,117,37,20,0.3063,0.306317,1,0.860548,0.9011,0.976162," University of California, Berkeley",Human Computer Interaction,14,0.466666667,26,0.866666667
A1266,536,293,132,33,42,0.4534,0.453358,0.7537,0.753731,1,0.921642,University of Toronto,Computer Architecture,14,0.466666667,20,0.666666667
A1267,229,5,140,31,33,1,0.978166,0.3886,0.388646,0.9127,0.855895,Aarhus University,"Computer Graphics, Vision, Animation, and Game Science",12,0.4,14,0.466666667
A1268,629,458,53,66,32,0.2719,0.27186,1,0.915739,1,0.949126,Massachusetts Institute of Technology,Data Management and Visualization,22,0.733333333,22,0.733333333
A1269,811,125,368,166,90,1,0.845869,0.5462,0.546239,0.9236,0.889026,"University of California, Irvine ",Computer Architecture,23,0.766666667,27,0.9
A127,233,145,64,22,1,0.3777,0.377682,0.7253,0.725322,1,0.995708, The University of Chicago,Ubiquitous Computing,13,0.433333333,14,0.466666667
A1270,260,121,89,11,4,1,0.534615,0.6577,0.657692,0.8654,0.984615,University of Georgia ,Programming Languages and Software Engineering,13,0.433333333,13,0.433333333
A1271,764,59,515,168,7,1,0.922775,0.3259,0.325916,1,0.990838,University of Toronto,Theory of Computation,16,0.533333333,26,0.866666667
A1272,862,441,29,7,56,0.4884,0.488399,1,0.966357,0.6183,0.935035,Washington University in St. Louis,Molecular Information Systems,25,0.833333333,27,0.9
A1273,420,253,61,84,13,0.3976,0.397619,1,0.854762,1,0.969048,Wesleyan University,Molecular Information Systems,11,0.366666667,12,0.4
A1274,135,6,105,10,12,1,0.955556,0.2222,0.222222,1,0.911111,University of Arizona,Computer Architecture,9,0.3,5,0.166666667
A1275,683,611,29,29,7,0.1054,0.105417,1,0.95754,1,0.989751,Rijksuniversiteit Groningen,Security and Privacy,20,0.666666667,21,0.7
A1276,373,208,126,14,13,0.4424,0.442359,0.6622,0.662198,1,0.965147,University of Georgia ,Machine Learning,11,0.366666667,15,0.5
A1277,912,362,188,180,59,1,0.60307,1,0.79386,0.8651,0.935307,Pontificia Universidad Catlica de Chile,Artificial Intelligence,15,0.5,27,0.9
A1278,477,205,186,68,12,1,0.570231,0.6101,0.610063,1,0.974843,The University of Chicago,Machine Learning,19,0.633333333,19,0.633333333
A1279,750,539,59,40,9,0.2813,0.281333,1,0.921333,0.8627,0.988,"University of California, Berkeley",Theory of Computation,25,0.833333333,25,0.833333333
A128,622,168,224,190,27,1,0.729904,0.6399,0.639871,1,0.956592,University of Rochester,Wireless and Sensor Systems,16,0.533333333,21,0.7
A1280,343,265,33,44,0,0.2274,0.227405,1,0.90379,1,1,University of New Brunswick,Systems and Networking,12,0.4,14,0.466666667
A1281,487,235,71,39,17,1,0.517454,1,0.854209,0.7433,0.965092,"University of California, Los Angeles",Artificial Intelligence,13,0.433333333,21,0.7
A1282,686,677,3,1,4,0.0131,0.01312,1,0.995627,1,0.994169,Wesleyan University,Security and Privacy,21,0.7,23,0.766666667
A1283,616,585,21,7,1,0.0503,0.050325,1,0.965909,1,0.998377,Stanford University,Systems and Networking,23,0.766666667,23,0.766666667
A1284,34,16,5,10,1,1,0.529412,1,0.852941,1,0.970588,Oregon State University,"Computer Graphics, Vision, Animation, and Game Science",2,0.066666667,1,0.033333333
A1285,841,832,8,0,0,0.0107,0.010702,1,0.990488,1,1," University of California, Berkeley",Natural Language Processing,20,0.666666667,22,0.733333333
A1286,602,225,233,106,6,1,0.626246,0.613,0.612957,1,0.990033,Wesleyan University,Data Science,13,0.433333333,18,0.6
